,enrollment_id,event_trend,events_last_week,events_first_week,events_second_last_week,weekly_avg,weekly_std,max_weekly_count,min_weekly_count,first_event_month,last_event_month,session_count_3hr,session_avg_3hr,session_std_3hr,session_max_3hr,session_min_3hr,quadratic_b,quadratic_c,session_count_1hr,session_avg_1hr,sessioin_std_1hr,sessioin_max_1hr,session_min_1hr,session_dur_avg_3hr,session_dur_std_3hr,sessioin_dur_max_3hr,session_dur_min_3hr,sessioin_dur_avg_1hr,session_dur_std_1hr,session_dur_max_1hr,session_dur_min_1hr,MonCount,TueCount,WedCount,ThuCount,FriCount,SatCount,SunCount,Hr0Count,Hr1Count,Hr2Count,Hr3Count,Hr4Count,Hr5Count,Hr6Count,Hr7Count,Hr8Count,Hr9Count,Hr10Count,Hr11Count,Hr12Count,Hr13Count,Hr14Count,Hr15Count,Hr16Count,Hr17Count,Hr18Count,Hr19Count,Hr20Count,Hr21Count,Hr22Count,Hr23Count,AccCount,ProCount,PagCount,NagCount,VidCount,DisCount,WikCount,BroCount,SerCount,Course0Count,Course1Count,Course2Count,Course3Count,Course4Count,Course5Count,Course6Count,Course7Count,Course8Count,Course9Count,Course10Count,Course11Count,Course12Count,Course13Count,Course14Count,Course15Count,Course16Count,Course17Count,Course18Count,Course19Count,Course20Count,Course21Count,Course22Count,Course23Count,Course24Count,Course25Count,Course26Count,Course27Count,Course28Count,Course29Count,Course30Count,Course31Count,Course32Count,Course33Count,Course34Count,Course35Count,Course36Count,Course37Count,Course38Count,chapter,combinedopenended,problem,sequential,video
122,209.0,-13.09999999999998,5.0,40.0,47.0,41.25,24.27318479310039,73.0,5.0,6.0,7.0,7.0,23.57142857142857,17.228358207635814,56.0,5.0,43.15000000000004,42.149999999999906,9.0,18.33333333333333,17.757627469156272,56.0,1.0,0.8072619047619048,0.6892053233269401,1.7447222222222225,0.013055555555555556,0.3680246913580247,0.5111281606865861,1.3636111111111107,0.0,5.0,0.0,58.0,56.0,20.0,26.0,0.0,30.0,11.0,20.0,16.0,0.0,1.0,0.0,18.0,2.0,5.0,47.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,59.0,27.0,49.0,13.0,17.0,0.0,0.0,85.0,80.0,85.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,27.0,42.0,17.0
123,212.0,0.0,9.0,9.0,0.0,9.0,0.0,9.0,9.0,7.0,7.0,1.0,9.0,0.0,9.0,9.0,0.0,0.0,1.0,9.0,0.0,9.0,9.0,0.21083333333333332,0.0,0.21083333333333332,0.21083333333333332,0.21083333333333332,0.0,0.21083333333333332,0.21083333333333332,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,4.0,0.0,1.0,3.0,1.0,0.0,0.0,2.0,7.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0
124,214.0,-5.899999999999987,37.0,66.0,66.0,51.75,14.254385290148432,66.0,37.0,6.0,7.0,12.0,17.25,19.235925590762022,54.0,1.0,-5.150000000000013,60.34999999999996,14.0,14.785714285714285,17.748958003333087,54.0,1.0,0.4599537037037038,0.7036772610163468,1.9972222222222225,0.0,0.24630952380952384,0.3889390334532036,1.0616666666666668,0.0,1.0,47.0,14.0,12.0,2.0,6.0,125.0,14.0,7.0,0.0,0.0,1.0,0.0,5.0,0.0,4.0,0.0,0.0,8.0,19.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,21.0,34.0,82.0,71.0,15.0,55.0,23.0,38.0,4.0,1.0,106.0,101.0,106.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,11.0,47.0,38.0
125,216.0,-43.99999999999999,3.0,91.0,19.0,37.66666666666666,38.273866918419536,91.0,3.0,6.0,7.0,10.0,11.3,17.12921480979207,53.0,1.0,-100.00000000000013,90.99999999999996,11.0,10.272727272727273,16.597321301347552,53.0,1.0,0.3875833333333333,0.7473553686619916,2.279166666666667,0.0,0.2327525252525253,0.6489221233721472,2.279166666666667,0.0,2.0,0.0,53.0,10.0,7.0,41.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,38.0,0.0,7.0,9.0,20.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,42.0,5.0,32.0,20.0,8.0,4.0,2.0,45.0,68.0,45.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,5.0,29.0,8.0
126,219.0,-62.70000000000007,431.0,633.0,285.0,392.2,183.00316937146198,633.0,104.0,6.0,7.0,21.0,93.38095238095238,63.912496870610745,255.0,20.0,-384.70000000000016,678.5999999999998,34.0,57.67647058823529,43.133664066231916,181.0,2.0,2.5886640211640213,2.8647642325360203,8.879444444444445,0.025277777777777774,0.8896160130718953,0.8177136118981088,3.163055555555556,0.0,602.0,333.0,104.0,178.0,242.0,206.0,296.0,26.0,148.0,261.0,200.0,141.0,119.0,250.0,126.0,118.0,216.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,62.0,161.0,834.0,249.0,231.0,135.0,26.0,472.0,14.0,888.0,1073.0,888.0,1073.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,0.0,267.0,605.0,19.0
127,221.0,6.600000000000006,57.0,50.0,70.0,50.5,16.378339354159202,70.0,25.0,6.0,7.0,15.0,13.466666666666667,8.492087820763253,33.0,2.0,-2.3999999999999866,43.59999999999998,20.0,10.1,8.89887633356032,33.0,1.0,1.163277777777778,0.8355591521297693,2.968888888888889,0.0011111111111111113,0.4278472222222223,0.4397098499259638,1.3036111111111108,0.0,19.0,32.0,0.0,35.0,35.0,43.0,38.0,0.0,8.0,9.0,6.0,4.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,59.0,25.0,72.0,24.0,49.0,30.0,23.0,3.0,1.0,100.0,102.0,100.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,24.0,43.0,23.0
128,222.0,-0.09999999999999627,14.0,8.0,8.0,14.25,7.758060324591451,27.0,8.0,6.0,7.0,6.0,9.5,4.38748219369606,14.0,4.0,9.649999999999997,11.14999999999999,7.0,8.142857142857142,4.15515416349971,14.0,4.0,0.5352314814814814,0.8853651861092959,2.485,0.007222222222222222,0.23948412698412697,0.3155798472014453,0.9225,0.007222222222222222,0.0,13.0,4.0,8.0,0.0,18.0,14.0,0.0,0.0,0.0,0.0,0.0,8.0,32.0,0.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,30.0,9.0,5.0,11.0,1.0,1.0,0.0,15.0,42.0,15.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,9.0,11.0,1.0
129,227.0,-1.2000000000000033,2.0,82.0,166.0,59.0,59.88655942696992,166.0,2.0,6.0,7.0,11.0,26.818181818181817,20.40863534620125,60.0,1.0,18.80000000000005,51.399999999999885,12.0,24.58333333333333,20.105796566054167,60.0,1.0,0.8001010101010101,0.912356781749534,2.933333333333333,0.0,0.6496064814814815,0.7185101671640233,1.9144444444444444,0.0,18.0,70.0,20.0,0.0,0.0,160.0,27.0,31.0,29.0,20.0,24.0,8.0,13.0,0.0,0.0,0.0,31.0,51.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,27.0,5.0,14.0,112.0,51.0,74.0,19.0,38.0,0.0,1.0,172.0,123.0,172.0,123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,45.0,89.0,38.0
130,228.0,26.29999999999999,115.0,12.0,148.0,92.6,44.92037399666213,148.0,12.0,6.0,7.0,24.0,19.291666666666668,15.643100626864936,73.0,3.0,77.44285714285716,14.42857142857133,27.0,17.14814814814815,15.702568093111166,73.0,1.0,0.6229629629629629,0.9868518333906714,3.4991666666666665,0.0022222222222222227,0.33444444444444443,0.5393191242123702,2.0902777777777777,0.0,129.0,26.0,4.0,20.0,80.0,50.0,154.0,0.0,0.0,26.0,31.0,27.0,34.0,0.0,18.0,8.0,16.0,62.0,104.0,85.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,14.0,6.0,199.0,38.0,115.0,43.0,65.0,3.0,0.0,247.0,216.0,247.0,216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,38.0,128.0,64.0
131,231.0,0.999999999999973,13.0,11.0,272.0,98.66666666666669,122.56789501696147,272.0,11.0,7.0,7.0,6.0,49.33333333333334,37.67698973585278,110.0,11.0,521.0000000000006,11.000000000000089,9.0,32.888888888888886,26.925594781192626,89.0,11.0,2.0936111111111106,1.5464431927341884,4.9769444444444435,0.008055555555555555,0.8955555555555557,0.6248117686373307,1.8241666666666667,0.008055555555555555,86.0,0.0,0.0,0.0,89.0,11.0,110.0,0.0,0.0,0.0,0.0,18.0,5.0,93.0,56.0,33.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,23.0,111.0,52.0,71.0,17.0,42.0,2.0,1.0,169.0,127.0,169.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,52.0,86.0,42.0
132,233.0,-3.4999999999999964,48.0,62.0,12.0,31.75,23.8995292840675,62.0,5.0,6.0,7.0,7.0,18.142857142857142,17.6184041066524,57.0,5.0,-73.25000000000013,60.25000000000009,7.0,18.142857142857142,17.6184041066524,57.0,5.0,0.2751190476190476,0.3072291776080132,0.6988888888888889,0.003611111111111111,0.2751190476190476,0.3072291776080132,0.6988888888888889,0.003611111111111111,0.0,15.0,12.0,57.0,0.0,33.0,10.0,0.0,6.0,6.0,4.0,58.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,5.0,42.0,12.0,28.0,18.0,15.0,8.0,4.0,54.0,73.0,54.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,10.0,25.0,15.0
133,234.0,26.40000000000001,90.0,27.0,82.0,51.5,35.330581653859035,90.0,7.0,6.0,7.0,7.0,29.42857142857143,26.36478789628937,90.0,7.0,5.399999999999971,18.90000000000003,10.0,20.6,16.85941873256608,66.0,3.0,2.6894047619047616,2.09385092969806,6.078055555555554,0.32166666666666666,1.1379444444444444,0.559478030548713,1.9713888888888889,0.02388888888888889,0.0,20.0,114.0,55.0,0.0,17.0,0.0,6.0,0.0,3.0,12.0,4.0,11.0,2.0,0.0,27.0,65.0,4.0,6.0,6.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,19.0,96.0,49.0,3.0,31.0,4.0,22.0,1.0,71.0,135.0,71.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,49.0,73.0,4.0
134,235.0,-53.5,2.0,109.0,54.0,55.0,43.688289811649376,109.0,2.0,6.0,7.0,13.0,12.692307692307693,18.77963141845488,74.0,2.0,-56.50000000000009,108.99999999999996,14.0,11.785714285714285,17.893249211558498,74.0,2.0,0.503034188034188,0.8130571102039577,2.8669444444444445,0.0011111111111111113,0.3019047619047619,0.4286871114446648,1.471666666666667,0.0011111111111111113,83.0,30.0,25.0,0.0,22.0,3.0,2.0,18.0,0.0,0.0,0.0,16.0,8.0,0.0,0.0,14.0,0.0,55.0,19.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,12.0,6.0,7.0,111.0,8.0,10.0,26.0,1.0,3.0,6.0,30.0,135.0,30.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,8.0,81.0,1.0
135,239.0,-24.299999999999986,4.0,81.0,39.0,43.75,27.58056380859536,81.0,4.0,6.0,7.0,25.0,7.0,6.62117814289874,28.0,1.0,-20.54999999999998,78.94999999999995,29.0,6.0344827586206895,5.732441007535546,24.0,1.0,0.6218222222222223,0.9902434888250938,3.5747222222222224,0.0,0.2410919540229885,0.31858562658031536,1.0988888888888888,0.0,15.0,26.0,23.0,38.0,9.0,32.0,32.0,32.0,14.0,23.0,15.0,1.0,0.0,1.0,8.0,4.0,7.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,24.0,32.0,94.0,23.0,19.0,33.0,4.0,2.0,0.0,42.0,133.0,42.0,133.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,17.0,47.0,4.0
136,240.0,80.99999999999999,263.0,101.0,273.0,212.33333333333331,78.83033820948773,273.0,101.0,6.0,7.0,24.0,26.54166666666667,42.617464306184246,223.0,2.0,263.00000000000017,100.99999999999996,42.0,15.166666666666664,27.440773162322373,180.0,1.0,3.1812152777777776,3.7564029191537585,17.22,0.0019444444444444446,1.0628306878306881,0.9788517753980622,4.195833333333334,0.0,219.0,72.0,31.0,34.0,87.0,90.0,104.0,7.0,32.0,45.0,19.0,15.0,4.0,14.0,19.0,18.0,26.0,78.0,40.0,82.0,129.0,3.0,0.0,0.0,0.0,0.0,31.0,19.0,14.0,22.0,20.0,233.0,25.0,37.0,21.0,42.0,279.0,0.0,98.0,539.0,98.0,539.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,25.0,210.0,42.0
137,241.0,-14.5,13.0,42.0,62.0,39.0,20.116328359486147,62.0,13.0,6.0,7.0,8.0,14.625,13.508677766532148,39.0,1.0,54.500000000000064,41.99999999999999,11.0,10.636363636363637,11.275659442700839,39.0,1.0,1.0428819444444444,1.174345750819241,3.599166666666666,0.0,0.2709343434343434,0.3881212349920182,1.0413888888888891,0.0,39.0,0.0,6.0,8.0,0.0,41.0,23.0,0.0,0.0,0.0,9.0,23.0,5.0,0.0,0.0,1.0,2.0,23.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1.0,18.0,0.0,43.0,8.0,23.0,27.0,12.0,2.0,2.0,42.0,75.0,42.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,4.0,22.0,12.0
138,242.0,2.3999999999999906,6.0,31.0,74.0,55.0,60.4052977809066,164.0,0.0,6.0,7.0,15.0,18.33333333333333,13.1131825105714,43.0,1.0,96.11428571428577,3.3428571428569755,21.0,13.095238095238097,12.090550272658875,38.0,1.0,0.9145925925925928,0.961827638423676,2.6597222222222223,0.0,0.2848280423280423,0.3755884318852336,1.4216666666666666,0.0,0.0,26.0,114.0,0.0,55.0,27.0,53.0,3.0,1.0,34.0,18.0,28.0,44.0,1.0,11.0,23.0,0.0,38.0,0.0,24.0,3.0,0.0,0.0,0.0,0.0,0.0,9.0,29.0,0.0,9.0,0.0,106.0,28.0,49.0,63.0,7.0,16.0,6.0,87.0,188.0,87.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,28.0,55.0,7.0
139,244.0,-7.899999999999988,15.0,87.0,145.0,63.75,56.18440619958531,145.0,8.0,6.0,7.0,8.0,31.875,28.453635532212747,82.0,5.0,30.3500000000001,62.8499999999999,9.0,28.33333333333333,23.748684174075837,69.0,5.0,1.0005208333333333,1.1872607981753098,3.173888888888889,0.015555555555555557,0.7157098765432099,0.8816644214841375,2.398888888888889,0.015555555555555557,49.0,0.0,0.0,0.0,9.0,95.0,102.0,0.0,0.0,0.0,15.0,0.0,18.0,3.0,30.0,98.0,44.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,16.0,10.0,97.0,30.0,68.0,16.0,31.0,13.0,0.0,141.0,114.0,141.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,27.0,73.0,31.0
140,245.0,-1.2000000000000026,2.0,6.0,0.0,11.0,16.1245154965971,43.0,0.0,6.0,7.0,7.0,7.857142857142858,8.253632471802451,26.0,2.0,19.94285714285715,2.8285714285713905,7.0,7.857142857142858,8.253632471802451,26.0,2.0,0.05892857142857143,0.0795847950738952,0.18611111111111112,0.0005555555555555557,0.05892857142857143,0.0795847950738952,0.18611111111111112,0.0005555555555555557,41.0,0.0,0.0,10.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,28.0,0.0,8.0,21.0,6.0,20.0,0.0,0.0,0.0,26.0,29.0,26.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,8.0,0.0
141,247.0,-7.000000000000004,13.0,47.0,2.0,20.2,17.79213309302738,47.0,2.0,6.0,7.0,8.0,12.625,8.365666440876064,31.0,2.0,-19.571428571428577,40.48571428571428,8.0,12.625,8.365666440876064,31.0,2.0,1.0010763888888892,0.7380660418992742,2.148333333333333,0.0,1.0010763888888892,0.7380660418992742,2.148333333333333,0.0,0.0,31.0,0.0,0.0,29.0,18.0,23.0,0.0,0.0,28.0,15.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,17.0,19.0,62.0,12.0,6.0,17.0,4.0,0.0,0.0,23.0,78.0,23.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,12.0,47.0,4.0
142,249.0,31.0,54.0,23.0,23.0,38.5,15.5,54.0,23.0,6.0,7.0,6.0,12.833333333333336,10.68358034035823,32.0,2.0,0.0,0.0,6.0,12.833333333333336,10.68358034035823,32.0,2.0,0.3060185185185185,0.3114782748546794,0.8702777777777778,0.0008333333333333334,0.3060185185185185,0.3114782748546794,0.8702777777777778,0.0008333333333333334,0.0,0.0,2.0,17.0,4.0,22.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,18.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,5.0,27.0,6.0,22.0,4.0,18.0,0.0,0.0,44.0,33.0,44.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,22.0,18.0
143,250.0,-8.499999999999961,56.0,63.0,82.0,86.75,35.506161437136505,146.0,56.0,6.0,7.0,14.0,24.785714285714285,23.640699081482854,63.0,2.0,73.25000000000004,72.24999999999993,16.0,21.6875,20.78977738577304,61.0,2.0,0.9335317460317462,1.2007617154976622,3.268611111111111,0.0019444444444444446,0.6028819444444444,0.7795067951607444,2.926111111111111,0.0008333333333333334,32.0,146.0,0.0,8.0,135.0,8.0,18.0,0.0,4.0,10.0,16.0,38.0,91.0,27.0,47.0,30.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,68.0,129.0,43.0,86.0,45.0,37.0,3.0,4.0,168.0,179.0,168.0,179.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,43.0,87.0,37.0
144,251.0,-6.599999999999999,25.0,56.0,31.0,33.6,12.191800523302536,56.0,21.0,6.0,7.0,5.0,33.6,17.76063061943466,56.0,9.0,-22.028571428571443,54.51428571428568,5.0,33.6,17.76063061943466,56.0,9.0,1.8466111111111112,0.7045563221709894,2.6952777777777777,0.8413888888888889,1.8466111111111112,0.7045563221709894,2.6952777777777777,0.8413888888888889,0.0,6.0,50.0,0.0,35.0,21.0,56.0,33.0,7.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,35.0,37.0,80.0,51.0,6.0,20.0,1.0,8.0,2.0,54.0,114.0,54.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,51.0,57.0,1.0
145,252.0,-107.49999999999996,6.0,221.0,15.0,80.66666666666667,99.29865166366673,221.0,6.0,6.0,7.0,12.0,20.166666666666668,17.257043650508493,52.0,1.0,-304.5000000000004,220.99999999999991,12.0,20.166666666666668,17.257043650508493,52.0,1.0,0.5397453703703703,0.605604912811111,1.7325,0.0,0.5397453703703703,0.605604912811111,1.7325,0.0,36.0,113.0,0.0,34.0,23.0,33.0,3.0,4.0,0.0,0.0,0.0,10.0,16.0,1.0,34.0,18.0,0.0,0.0,3.0,31.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,104.0,9.0,77.0,12.0,69.0,33.0,47.0,2.0,2.0,127.0,115.0,127.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,12.0,70.0,47.0
146,254.0,50.00000000000001,53.0,3.0,3.0,28.0,25.0,53.0,3.0,7.0,7.0,4.0,14.0,15.116216457830975,40.0,3.0,0.0,0.0,6.0,9.333333333333334,10.011104945120804,31.0,1.0,1.4642361111111113,2.300817976988407,5.440277777777778,0.008055555555555555,0.4813888888888889,0.8766612243411788,2.4175,0.0,13.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,12.0,19.0,7.0,1.0,8.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,39.0,6.0,2.0,7.0,1.0,0.0,1.0,11.0,45.0,11.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,34.0,1.0
