enrollment_id,chapter,combinedopenended,problem,sequential,video
40693,1.0,0.0,3.0,10.0,4.0
40694,5.0,0.0,20.0,20.0,0.0
40695,0.0,0.0,0.0,3.0,1.0
40697,0.0,0.0,11.0,18.0,1.0
40698,6.0,0.0,11.0,9.0,0.0
40699,5.0,0.0,22.0,77.0,7.0
40700,10.0,0.0,21.0,60.0,27.0
40701,3.0,0.0,4.0,11.0,8.0
40705,29.0,0.0,22.0,121.0,2.0
40706,6.0,0.0,4.0,26.0,17.0
40710,24.0,0.0,354.0,265.0,0.0
40715,1.0,0.0,429.0,105.0,1.0
40716,1.0,0.0,17.0,13.0,0.0
40717,6.0,0.0,50.0,35.0,22.0
40718,5.0,0.0,72.0,80.0,0.0
40719,1.0,0.0,0.0,1.0,1.0
40720,1.0,0.0,0.0,2.0,0.0
40721,0.0,0.0,1.0,3.0,1.0
40724,0.0,0.0,2.0,4.0,2.0
40725,4.0,0.0,0.0,9.0,6.0
40727,0.0,0.0,0.0,3.0,2.0
40728,1.0,0.0,0.0,7.0,4.0
40734,2.0,0.0,0.0,7.0,0.0
40736,5.0,0.0,10.0,22.0,13.0
40739,3.0,0.0,11.0,17.0,0.0
40741,2.0,0.0,0.0,29.0,20.0
40743,3.0,0.0,0.0,3.0,0.0
40747,3.0,0.0,15.0,21.0,13.0
40752,15.0,0.0,36.0,32.0,2.0
40754,6.0,0.0,38.0,40.0,1.0
40756,0.0,0.0,0.0,3.0,3.0
40758,19.0,0.0,34.0,92.0,45.0
40759,3.0,0.0,2.0,5.0,1.0
40760,1.0,0.0,0.0,5.0,1.0
40762,6.0,0.0,21.0,31.0,0.0
40763,1.0,0.0,2.0,9.0,1.0
40764,0.0,0.0,0.0,3.0,2.0
40765,4.0,0.0,20.0,37.0,5.0
40766,1.0,0.0,0.0,10.0,2.0
40767,5.0,0.0,7.0,12.0,7.0
40769,1.0,0.0,0.0,3.0,0.0
40770,0.0,0.0,2.0,4.0,0.0
40771,0.0,0.0,2.0,13.0,4.0
40772,1.0,0.0,0.0,3.0,1.0
40773,9.0,0.0,93.0,71.0,14.0
40774,2.0,0.0,28.0,28.0,23.0
40776,8.0,0.0,35.0,73.0,24.0
40777,3.0,0.0,5.0,9.0,1.0
40784,1.0,0.0,0.0,5.0,0.0
40786,0.0,0.0,5.0,13.0,11.0
40788,3.0,0.0,13.0,15.0,4.0
40790,0.0,0.0,2.0,14.0,2.0
40791,0.0,0.0,0.0,3.0,1.0
40793,2.0,0.0,5.0,5.0,4.0
40796,2.0,0.0,36.0,94.0,50.0
40798,0.0,0.0,0.0,5.0,0.0
40801,0.0,0.0,6.0,6.0,4.0
40803,2.0,0.0,0.0,2.0,0.0
40805,3.0,0.0,38.0,71.0,10.0
40806,2.0,0.0,10.0,18.0,0.0
40807,5.0,0.0,6.0,26.0,0.0
40809,2.0,0.0,0.0,4.0,1.0
40812,0.0,0.0,2.0,3.0,1.0
40813,2.0,0.0,42.0,53.0,3.0
40816,28.0,0.0,13.0,69.0,32.0
40817,11.0,0.0,178.0,88.0,40.0
40819,3.0,0.0,0.0,21.0,0.0
40827,0.0,0.0,0.0,1.0,1.0
40829,0.0,0.0,0.0,1.0,1.0
40830,5.0,0.0,17.0,19.0,1.0
40831,1.0,0.0,4.0,1.0,0.0
40832,0.0,0.0,0.0,5.0,0.0
40833,0.0,0.0,0.0,1.0,1.0
40834,0.0,0.0,4.0,3.0,1.0
40836,7.0,0.0,0.0,19.0,0.0
40837,8.0,0.0,32.0,74.0,36.0
40840,1.0,0.0,0.0,34.0,9.0
40841,1.0,0.0,4.0,3.0,0.0
40844,7.0,0.0,5.0,28.0,10.0
40845,0.0,0.0,0.0,2.0,2.0
40846,1.0,0.0,4.0,8.0,6.0
40847,3.0,0.0,38.0,68.0,1.0
40848,7.0,0.0,0.0,14.0,5.0
40849,0.0,0.0,0.0,7.0,3.0
40850,0.0,0.0,0.0,1.0,1.0
40851,2.0,0.0,20.0,14.0,3.0
40854,0.0,0.0,0.0,2.0,2.0
40856,1.0,0.0,6.0,21.0,0.0
40858,12.0,0.0,20.0,48.0,3.0
40859,29.0,0.0,187.0,118.0,29.0
40860,13.0,0.0,49.0,104.0,41.0
40861,6.0,0.0,40.0,32.0,0.0
40862,0.0,0.0,0.0,3.0,2.0
40863,0.0,0.0,0.0,5.0,3.0
40865,10.0,0.0,19.0,109.0,27.0
40866,2.0,0.0,0.0,5.0,3.0
40868,0.0,0.0,0.0,2.0,2.0
40870,0.0,0.0,0.0,2.0,0.0
40872,2.0,0.0,33.0,24.0,1.0
40873,5.0,0.0,38.0,16.0,3.0
40874,4.0,0.0,12.0,10.0,9.0
40875,7.0,0.0,30.0,30.0,14.0
40877,1.0,0.0,0.0,3.0,1.0
40878,0.0,0.0,0.0,2.0,1.0
40883,0.0,0.0,40.0,34.0,10.0
40886,15.0,0.0,25.0,77.0,24.0
40890,0.0,0.0,0.0,1.0,1.0
40891,0.0,0.0,0.0,1.0,1.0
40895,0.0,0.0,0.0,1.0,0.0
40898,1.0,0.0,0.0,1.0,0.0
40901,0.0,0.0,4.0,3.0,2.0
40903,3.0,0.0,7.0,18.0,3.0
40904,6.0,0.0,0.0,18.0,0.0
40905,15.0,0.0,50.0,42.0,18.0
40910,13.0,0.0,148.0,49.0,29.0
40911,1.0,0.0,0.0,14.0,7.0
40913,1.0,0.0,0.0,9.0,3.0
40914,15.0,0.0,11.0,45.0,28.0
40915,10.0,0.0,30.0,45.0,24.0
40919,4.0,0.0,0.0,6.0,5.0
40920,1.0,0.0,0.0,1.0,0.0
40921,5.0,0.0,36.0,43.0,25.0
40922,3.0,0.0,2.0,34.0,10.0
40923,0.0,0.0,0.0,3.0,0.0
40924,0.0,0.0,4.0,3.0,2.0
40925,1.0,0.0,2.0,5.0,3.0
40927,5.0,0.0,50.0,54.0,8.0
40928,10.0,0.0,0.0,21.0,16.0
40929,0.0,0.0,0.0,10.0,8.0
40942,5.0,0.0,90.0,107.0,4.0
40943,3.0,0.0,0.0,112.0,41.0
40944,5.0,0.0,4.0,19.0,9.0
40945,17.0,0.0,86.0,249.0,6.0
40946,0.0,0.0,0.0,1.0,1.0
40947,2.0,0.0,19.0,15.0,0.0
40949,1.0,0.0,1.0,10.0,2.0
40954,0.0,0.0,4.0,2.0,0.0
40956,20.0,0.0,14.0,44.0,0.0
40959,1.0,0.0,0.0,8.0,0.0
40962,2.0,0.0,0.0,20.0,18.0
40965,0.0,0.0,0.0,7.0,1.0
40972,2.0,0.0,13.0,46.0,13.0
40974,12.0,0.0,4.0,46.0,1.0
40975,3.0,0.0,31.0,24.0,12.0
40977,5.0,0.0,0.0,6.0,5.0
40980,0.0,0.0,4.0,2.0,0.0
40989,0.0,0.0,0.0,8.0,6.0
40992,0.0,0.0,2.0,5.0,3.0
40993,0.0,0.0,4.0,16.0,1.0
40994,13.0,0.0,18.0,39.0,8.0
40995,3.0,0.0,2.0,16.0,2.0
40996,1.0,0.0,0.0,4.0,2.0
40998,12.0,0.0,68.0,35.0,4.0
41000,7.0,0.0,13.0,45.0,27.0
41002,7.0,0.0,19.0,60.0,6.0
41003,3.0,0.0,2.0,19.0,7.0
41011,6.0,0.0,0.0,36.0,9.0
41012,1.0,0.0,0.0,12.0,0.0
41013,5.0,0.0,26.0,54.0,0.0
41014,8.0,0.0,65.0,42.0,15.0
41018,1.0,0.0,0.0,9.0,2.0
41020,0.0,0.0,0.0,1.0,1.0
41022,10.0,0.0,3.0,38.0,27.0
41023,7.0,0.0,89.0,52.0,21.0
41027,11.0,0.0,14.0,83.0,44.0
41028,3.0,0.0,5.0,40.0,23.0
41029,1.0,0.0,0.0,4.0,1.0
41030,11.0,0.0,8.0,54.0,2.0
41031,0.0,0.0,4.0,11.0,1.0
41033,0.0,0.0,0.0,1.0,1.0
41038,0.0,0.0,0.0,1.0,0.0
41041,5.0,0.0,47.0,89.0,26.0
41044,4.0,0.0,18.0,33.0,18.0
41051,6.0,0.0,22.0,31.0,1.0
41053,0.0,0.0,0.0,1.0,0.0
41056,31.0,0.0,28.0,81.0,41.0
41059,0.0,0.0,0.0,1.0,1.0
41060,3.0,0.0,4.0,22.0,16.0
41061,1.0,0.0,0.0,7.0,2.0
41062,0.0,0.0,0.0,3.0,1.0
41063,7.0,0.0,11.0,27.0,13.0
41065,5.0,0.0,10.0,37.0,11.0
41066,0.0,0.0,16.0,5.0,0.0
41067,14.0,0.0,33.0,74.0,2.0
41070,9.0,0.0,36.0,70.0,15.0
41071,6.0,0.0,10.0,26.0,16.0
41073,0.0,0.0,23.0,64.0,22.0
41077,1.0,0.0,0.0,2.0,1.0
41080,1.0,0.0,37.0,30.0,5.0
41082,9.0,0.0,42.0,80.0,10.0
41083,0.0,0.0,0.0,1.0,0.0
41084,0.0,0.0,0.0,2.0,1.0
41085,1.0,0.0,0.0,7.0,1.0
41087,10.0,0.0,0.0,16.0,0.0
41092,4.0,0.0,0.0,10.0,3.0
41095,1.0,0.0,14.0,28.0,0.0
41097,10.0,0.0,4.0,47.0,27.0
41100,6.0,0.0,17.0,35.0,0.0
41102,0.0,0.0,0.0,1.0,0.0
41111,0.0,0.0,0.0,8.0,0.0
41113,12.0,0.0,49.0,140.0,2.0
41114,10.0,0.0,19.0,42.0,24.0
41115,2.0,0.0,0.0,17.0,14.0
41116,1.0,0.0,0.0,8.0,5.0
41119,11.0,0.0,3.0,22.0,15.0
41122,0.0,0.0,0.0,8.0,3.0
41123,5.0,0.0,0.0,37.0,1.0
41124,6.0,0.0,12.0,27.0,1.0
41127,0.0,0.0,0.0,1.0,0.0
41129,1.0,0.0,23.0,62.0,42.0
41130,0.0,0.0,0.0,3.0,0.0
41131,3.0,0.0,0.0,17.0,5.0
41132,0.0,0.0,0.0,3.0,2.0
41137,0.0,0.0,0.0,1.0,1.0
41140,12.0,0.0,6.0,27.0,6.0
41145,4.0,0.0,16.0,32.0,17.0
41147,1.0,0.0,0.0,6.0,1.0
41148,3.0,0.0,0.0,23.0,3.0
41152,2.0,0.0,0.0,3.0,2.0
41153,0.0,0.0,0.0,4.0,0.0
41155,0.0,0.0,0.0,1.0,1.0
41157,0.0,0.0,0.0,4.0,0.0
41162,1.0,0.0,0.0,2.0,2.0
41166,6.0,0.0,6.0,8.0,2.0
41167,17.0,0.0,11.0,40.0,16.0
41170,5.0,0.0,2.0,18.0,9.0
41171,23.0,0.0,51.0,98.0,26.0
41174,4.0,0.0,8.0,30.0,24.0
41175,8.0,0.0,27.0,70.0,40.0
41176,0.0,0.0,0.0,1.0,1.0
41178,11.0,0.0,17.0,28.0,11.0
41182,0.0,0.0,0.0,2.0,0.0
41183,3.0,0.0,1.0,14.0,11.0
41184,3.0,0.0,0.0,39.0,1.0
41185,0.0,0.0,0.0,6.0,4.0
41188,0.0,0.0,0.0,1.0,1.0
41192,1.0,0.0,6.0,13.0,8.0
41194,4.0,0.0,0.0,23.0,0.0
41197,0.0,0.0,0.0,1.0,0.0
41198,1.0,0.0,16.0,90.0,30.0
41199,16.0,0.0,15.0,83.0,4.0
41201,6.0,0.0,12.0,55.0,0.0
41206,3.0,0.0,6.0,19.0,8.0
41207,8.0,0.0,0.0,17.0,9.0
41209,4.0,0.0,0.0,16.0,4.0
41210,0.0,0.0,0.0,13.0,11.0
41212,0.0,0.0,0.0,1.0,0.0
41213,2.0,0.0,6.0,23.0,0.0
41216,8.0,0.0,20.0,33.0,5.0
41222,7.0,0.0,0.0,7.0,4.0
41224,9.0,0.0,17.0,30.0,8.0
41225,1.0,0.0,0.0,2.0,1.0
41226,6.0,0.0,6.0,22.0,9.0
41229,2.0,0.0,0.0,4.0,0.0
41233,4.0,0.0,7.0,14.0,6.0
41234,0.0,0.0,0.0,1.0,1.0
41236,1.0,0.0,0.0,16.0,13.0
41240,6.0,0.0,7.0,22.0,6.0
41243,8.0,0.0,0.0,27.0,17.0
41244,9.0,0.0,6.0,24.0,1.0
41245,1.0,0.0,3.0,6.0,0.0
41246,10.0,0.0,3.0,52.0,19.0
41252,0.0,0.0,0.0,1.0,0.0
41253,0.0,0.0,0.0,1.0,0.0
41259,1.0,0.0,0.0,1.0,0.0
41260,1.0,0.0,2.0,7.0,0.0
41261,7.0,0.0,40.0,58.0,17.0
41265,7.0,0.0,6.0,56.0,5.0
41267,0.0,0.0,0.0,5.0,0.0
41268,3.0,0.0,10.0,28.0,6.0
41271,10.0,0.0,53.0,139.0,40.0
41273,3.0,0.0,0.0,7.0,4.0
41279,2.0,0.0,0.0,2.0,0.0
41280,10.0,0.0,9.0,53.0,24.0
41281,10.0,0.0,0.0,14.0,8.0
41283,0.0,0.0,0.0,2.0,2.0
41284,7.0,0.0,9.0,22.0,13.0
41289,1.0,0.0,0.0,10.0,2.0
41290,2.0,0.0,4.0,21.0,10.0
41292,11.0,0.0,59.0,81.0,1.0
41293,6.0,0.0,37.0,69.0,26.0
41296,21.0,0.0,15.0,56.0,17.0
41299,6.0,0.0,13.0,35.0,21.0
41300,7.0,0.0,34.0,45.0,9.0
41303,27.0,0.0,49.0,136.0,0.0
41307,1.0,0.0,0.0,5.0,0.0
41312,0.0,0.0,10.0,33.0,6.0
41319,1.0,0.0,19.0,25.0,19.0
41320,0.0,0.0,0.0,1.0,1.0
41324,0.0,0.0,15.0,48.0,7.0
41326,1.0,0.0,10.0,7.0,0.0
41327,0.0,0.0,0.0,3.0,2.0
41328,1.0,0.0,0.0,1.0,0.0
41329,21.0,0.0,20.0,80.0,9.0
41332,0.0,0.0,0.0,2.0,0.0
41333,5.0,0.0,0.0,24.0,8.0
41337,1.0,0.0,0.0,22.0,13.0
41340,0.0,0.0,0.0,6.0,3.0
41345,0.0,0.0,0.0,4.0,3.0
41346,7.0,0.0,25.0,55.0,1.0
41351,0.0,0.0,0.0,4.0,4.0
41353,1.0,0.0,0.0,3.0,2.0
41356,9.0,0.0,19.0,20.0,6.0
41357,4.0,0.0,0.0,20.0,7.0
41358,0.0,0.0,0.0,1.0,0.0
41360,7.0,0.0,2.0,57.0,26.0
41364,4.0,0.0,2.0,11.0,0.0
41366,1.0,0.0,0.0,27.0,10.0
41367,0.0,0.0,0.0,1.0,1.0
41369,0.0,0.0,0.0,1.0,0.0
41370,7.0,0.0,23.0,29.0,1.0
41374,1.0,0.0,0.0,5.0,0.0
41376,11.0,0.0,11.0,80.0,34.0
41377,0.0,0.0,0.0,1.0,1.0
41380,0.0,0.0,0.0,7.0,1.0
41382,8.0,0.0,8.0,43.0,2.0
41383,0.0,0.0,0.0,4.0,4.0
41384,12.0,0.0,23.0,20.0,0.0
41386,0.0,0.0,0.0,3.0,0.0
41388,1.0,0.0,9.0,14.0,0.0
41389,5.0,0.0,4.0,17.0,9.0
41390,20.0,0.0,13.0,72.0,35.0
41393,5.0,0.0,4.0,77.0,26.0
41394,19.0,0.0,11.0,64.0,15.0
41396,0.0,0.0,9.0,8.0,3.0
41399,2.0,0.0,0.0,12.0,4.0
41400,0.0,0.0,0.0,1.0,1.0
41401,6.0,0.0,2.0,15.0,4.0
41402,3.0,0.0,26.0,29.0,7.0
41405,0.0,0.0,0.0,2.0,1.0
41406,0.0,0.0,0.0,2.0,2.0
41407,2.0,0.0,0.0,26.0,5.0
41410,8.0,0.0,16.0,109.0,48.0
41414,7.0,0.0,17.0,35.0,20.0
41417,0.0,0.0,0.0,3.0,0.0
41419,2.0,0.0,10.0,16.0,0.0
41427,0.0,0.0,2.0,9.0,0.0
41430,2.0,0.0,0.0,5.0,2.0
41437,7.0,0.0,14.0,40.0,26.0
41438,8.0,0.0,8.0,25.0,11.0
41446,13.0,0.0,23.0,76.0,17.0
41456,0.0,0.0,0.0,5.0,0.0
41457,4.0,0.0,9.0,28.0,10.0
41458,2.0,0.0,2.0,37.0,21.0
41463,3.0,0.0,0.0,6.0,3.0
41465,19.0,0.0,59.0,107.0,36.0
41466,1.0,0.0,10.0,22.0,1.0
41474,4.0,0.0,61.0,44.0,0.0
41475,15.0,0.0,30.0,66.0,40.0
41478,1.0,0.0,0.0,8.0,4.0
41483,0.0,0.0,0.0,1.0,0.0
41485,4.0,0.0,2.0,33.0,12.0
41489,1.0,0.0,0.0,2.0,2.0
41490,0.0,0.0,0.0,6.0,0.0
41492,0.0,0.0,0.0,1.0,0.0
41494,3.0,0.0,0.0,8.0,0.0
41498,3.0,0.0,7.0,17.0,2.0
41500,11.0,0.0,32.0,61.0,0.0
41501,7.0,0.0,23.0,39.0,15.0
41503,4.0,0.0,7.0,30.0,12.0
41504,1.0,0.0,0.0,4.0,3.0
41505,0.0,0.0,0.0,1.0,1.0
41507,0.0,0.0,0.0,1.0,0.0
41508,0.0,0.0,0.0,6.0,2.0
41509,10.0,0.0,22.0,30.0,7.0
41510,0.0,0.0,0.0,15.0,0.0
41511,2.0,0.0,0.0,17.0,5.0
41513,9.0,0.0,13.0,37.0,22.0
41514,4.0,0.0,74.0,30.0,3.0
41520,1.0,0.0,0.0,10.0,6.0
41522,17.0,0.0,72.0,82.0,41.0
41525,2.0,0.0,0.0,20.0,18.0
41527,22.0,0.0,38.0,137.0,47.0
41528,7.0,0.0,23.0,43.0,3.0
41530,2.0,0.0,0.0,18.0,3.0
41531,10.0,0.0,0.0,8.0,6.0
41533,0.0,0.0,0.0,4.0,0.0
41535,2.0,0.0,6.0,18.0,0.0
41537,2.0,0.0,0.0,9.0,5.0
41538,0.0,0.0,0.0,1.0,0.0
41545,3.0,0.0,0.0,6.0,4.0
41547,0.0,0.0,0.0,3.0,3.0
41548,6.0,0.0,5.0,29.0,6.0
41550,0.0,0.0,0.0,4.0,2.0
41551,0.0,0.0,0.0,2.0,1.0
41553,13.0,0.0,0.0,17.0,2.0
41558,1.0,0.0,0.0,7.0,3.0
41560,1.0,0.0,0.0,5.0,1.0
41561,0.0,0.0,0.0,3.0,2.0
41562,7.0,0.0,47.0,58.0,23.0
41563,1.0,0.0,0.0,9.0,1.0
41564,4.0,0.0,20.0,16.0,2.0
41565,0.0,0.0,0.0,5.0,1.0
41566,4.0,0.0,5.0,45.0,1.0
41572,0.0,0.0,0.0,1.0,0.0
41573,18.0,0.0,33.0,80.0,36.0
41574,23.0,0.0,30.0,91.0,54.0
41577,0.0,0.0,0.0,1.0,1.0
41580,9.0,0.0,89.0,88.0,1.0
41582,5.0,0.0,71.0,72.0,23.0
41584,0.0,0.0,0.0,1.0,0.0
41585,0.0,0.0,0.0,1.0,0.0
41586,4.0,0.0,1.0,31.0,11.0
41588,12.0,0.0,14.0,38.0,21.0
41590,1.0,0.0,0.0,7.0,0.0
41592,11.0,0.0,1.0,34.0,15.0
41593,2.0,0.0,22.0,31.0,14.0
41596,0.0,0.0,0.0,1.0,0.0
41597,3.0,0.0,0.0,10.0,3.0
41601,0.0,0.0,0.0,1.0,0.0
41602,1.0,0.0,0.0,11.0,3.0
41604,2.0,0.0,34.0,10.0,0.0
41605,10.0,0.0,6.0,57.0,13.0
41611,22.0,0.0,25.0,59.0,3.0
41612,7.0,0.0,11.0,44.0,6.0
41614,3.0,0.0,4.0,11.0,1.0
41616,0.0,0.0,0.0,2.0,0.0
41618,0.0,0.0,0.0,33.0,24.0
41621,5.0,0.0,4.0,35.0,20.0
41622,0.0,0.0,0.0,5.0,4.0
41623,0.0,0.0,37.0,30.0,7.0
41624,1.0,0.0,0.0,22.0,0.0
41626,0.0,0.0,0.0,2.0,1.0
41627,2.0,0.0,0.0,1.0,0.0
41628,2.0,0.0,0.0,6.0,6.0
41629,0.0,0.0,0.0,5.0,0.0
41632,4.0,0.0,7.0,18.0,11.0
41633,3.0,0.0,0.0,13.0,4.0
41634,6.0,0.0,30.0,26.0,2.0
41637,0.0,0.0,0.0,1.0,1.0
41638,2.0,0.0,0.0,13.0,5.0
41640,9.0,0.0,4.0,35.0,5.0
41642,0.0,0.0,6.0,24.0,16.0
41646,10.0,0.0,20.0,41.0,26.0
41648,0.0,0.0,0.0,6.0,1.0
41651,0.0,0.0,0.0,1.0,0.0
41652,3.0,0.0,0.0,5.0,3.0
41653,0.0,0.0,0.0,3.0,1.0
41654,20.0,0.0,21.0,35.0,14.0
41655,11.0,0.0,17.0,32.0,17.0
41656,7.0,0.0,6.0,22.0,3.0
41657,9.0,0.0,16.0,35.0,19.0
41662,0.0,0.0,0.0,2.0,0.0
41663,0.0,0.0,0.0,8.0,6.0
41664,0.0,0.0,0.0,5.0,4.0
41668,15.0,0.0,11.0,81.0,36.0
41670,0.0,0.0,0.0,3.0,0.0
41672,7.0,0.0,4.0,20.0,7.0
41677,4.0,0.0,16.0,20.0,0.0
41679,3.0,0.0,4.0,14.0,1.0
41681,20.0,0.0,29.0,78.0,42.0
41683,16.0,0.0,12.0,62.0,14.0
41684,0.0,0.0,0.0,1.0,0.0
41689,7.0,0.0,0.0,28.0,1.0
41692,3.0,0.0,3.0,33.0,21.0
41694,1.0,0.0,0.0,3.0,0.0
41697,1.0,0.0,0.0,2.0,0.0
41698,0.0,0.0,0.0,1.0,0.0
41699,4.0,0.0,13.0,71.0,1.0
41701,7.0,0.0,0.0,37.0,20.0
41702,2.0,0.0,0.0,1.0,0.0
41703,0.0,0.0,0.0,3.0,2.0
41704,0.0,0.0,0.0,1.0,0.0
41705,17.0,0.0,74.0,85.0,2.0
41706,1.0,0.0,0.0,2.0,0.0
41707,8.0,0.0,38.0,52.0,9.0
41708,8.0,0.0,31.0,52.0,0.0
41712,1.0,0.0,0.0,14.0,9.0
41713,3.0,0.0,0.0,28.0,7.0
41719,0.0,0.0,0.0,7.0,0.0
41720,14.0,0.0,3.0,45.0,2.0
41721,4.0,0.0,0.0,13.0,2.0
41722,34.0,0.0,10.0,75.0,20.0
41724,1.0,0.0,0.0,5.0,2.0
41728,0.0,0.0,34.0,81.0,36.0
41738,0.0,0.0,0.0,2.0,0.0
41746,1.0,0.0,2.0,27.0,13.0
41747,5.0,0.0,10.0,34.0,16.0
41748,3.0,0.0,34.0,106.0,38.0
41750,1.0,0.0,0.0,2.0,1.0
41751,0.0,0.0,4.0,18.0,0.0
41755,3.0,0.0,0.0,8.0,6.0
41758,10.0,0.0,19.0,108.0,33.0
41763,7.0,0.0,14.0,37.0,24.0
41764,0.0,0.0,0.0,9.0,0.0
41766,1.0,0.0,0.0,6.0,4.0
41773,18.0,0.0,14.0,47.0,0.0
41774,11.0,0.0,56.0,97.0,26.0
41775,2.0,0.0,0.0,6.0,0.0
41776,2.0,0.0,15.0,22.0,2.0
41778,16.0,0.0,27.0,120.0,39.0
41780,12.0,0.0,30.0,66.0,33.0
41781,0.0,0.0,0.0,1.0,0.0
41784,1.0,0.0,4.0,18.0,11.0
41785,1.0,0.0,0.0,5.0,1.0
41788,3.0,0.0,11.0,30.0,0.0
41789,3.0,0.0,4.0,22.0,0.0
41793,2.0,0.0,12.0,14.0,0.0
41794,2.0,0.0,0.0,14.0,9.0
41795,0.0,0.0,0.0,1.0,1.0
41800,1.0,0.0,2.0,5.0,0.0
41803,0.0,0.0,6.0,4.0,1.0
41807,20.0,0.0,96.0,202.0,38.0
41815,0.0,0.0,0.0,1.0,1.0
41816,1.0,0.0,0.0,17.0,1.0
41817,0.0,0.0,0.0,7.0,1.0
41818,2.0,0.0,0.0,13.0,2.0
41823,1.0,0.0,0.0,7.0,3.0
41825,4.0,0.0,0.0,20.0,4.0
41826,0.0,0.0,0.0,4.0,1.0
41836,0.0,0.0,0.0,1.0,0.0
41838,0.0,0.0,0.0,8.0,1.0
41841,0.0,0.0,0.0,1.0,0.0
41844,8.0,0.0,7.0,25.0,10.0
41845,9.0,0.0,138.0,85.0,26.0
41851,5.0,0.0,11.0,23.0,9.0
41853,0.0,0.0,0.0,5.0,2.0
41854,0.0,0.0,0.0,1.0,0.0
41857,1.0,0.0,0.0,11.0,9.0
41858,0.0,0.0,0.0,3.0,0.0
41861,6.0,0.0,41.0,88.0,55.0
41862,2.0,0.0,0.0,0.0,0.0
41866,1.0,0.0,26.0,49.0,17.0
41875,21.0,0.0,20.0,37.0,14.0
41878,1.0,0.0,3.0,17.0,0.0
41886,1.0,0.0,0.0,5.0,1.0
41890,3.0,0.0,68.0,79.0,23.0
41895,1.0,0.0,0.0,10.0,3.0
41898,0.0,0.0,0.0,8.0,2.0
41906,2.0,0.0,6.0,9.0,2.0
41911,3.0,0.0,0.0,3.0,2.0
41916,83.0,0.0,374.0,368.0,129.0
41917,4.0,0.0,8.0,17.0,13.0
41918,31.0,0.0,100.0,175.0,46.0
41923,0.0,0.0,0.0,3.0,3.0
41926,0.0,0.0,0.0,1.0,1.0
41929,0.0,0.0,0.0,1.0,1.0
41930,0.0,0.0,0.0,1.0,1.0
41931,27.0,0.0,314.0,385.0,90.0
41939,0.0,0.0,0.0,3.0,2.0
41942,2.0,0.0,4.0,8.0,1.0
41944,2.0,0.0,13.0,20.0,4.0
41953,23.0,0.0,78.0,210.0,52.0
41955,1.0,0.0,8.0,6.0,3.0
41962,2.0,0.0,0.0,32.0,11.0
41966,9.0,0.0,0.0,109.0,41.0
41967,2.0,0.0,0.0,8.0,7.0
41970,54.0,0.0,41.0,162.0,11.0
41971,6.0,0.0,4.0,27.0,9.0
41972,1.0,0.0,0.0,12.0,0.0
41973,10.0,0.0,3.0,41.0,14.0
41974,26.0,0.0,52.0,119.0,8.0
41978,2.0,0.0,6.0,4.0,0.0
41979,7.0,0.0,106.0,85.0,38.0
41981,12.0,0.0,33.0,90.0,17.0
41983,3.0,0.0,8.0,15.0,1.0
41986,5.0,0.0,8.0,14.0,4.0
41989,3.0,0.0,3.0,42.0,1.0
41992,2.0,0.0,0.0,20.0,12.0
41994,11.0,0.0,33.0,101.0,10.0
41995,11.0,0.0,18.0,34.0,11.0
41997,3.0,0.0,2.0,3.0,2.0
42011,0.0,0.0,0.0,2.0,1.0
42015,1.0,0.0,4.0,2.0,1.0
42016,4.0,0.0,0.0,3.0,2.0
42017,2.0,0.0,0.0,6.0,0.0
42018,3.0,0.0,19.0,21.0,6.0
42019,18.0,0.0,40.0,122.0,46.0
42022,9.0,0.0,16.0,24.0,10.0
42029,0.0,0.0,74.0,224.0,23.0
42038,3.0,0.0,25.0,36.0,6.0
42039,29.0,0.0,79.0,212.0,46.0
42041,0.0,0.0,0.0,3.0,1.0
42043,1.0,0.0,0.0,3.0,3.0
42053,3.0,0.0,65.0,121.0,21.0
42058,5.0,0.0,0.0,9.0,1.0
42061,2.0,0.0,7.0,8.0,3.0
42067,2.0,0.0,0.0,3.0,2.0
42073,1.0,0.0,12.0,22.0,6.0
42082,2.0,0.0,0.0,2.0,1.0
42105,7.0,0.0,8.0,30.0,20.0
42106,6.0,0.0,16.0,76.0,15.0
42109,10.0,0.0,8.0,25.0,15.0
42110,1.0,0.0,47.0,100.0,15.0
42117,0.0,0.0,0.0,2.0,1.0
42118,1.0,0.0,0.0,3.0,2.0
42119,1.0,0.0,0.0,2.0,2.0
42121,2.0,0.0,0.0,1.0,1.0
42124,3.0,0.0,24.0,41.0,13.0
42127,1.0,0.0,6.0,8.0,2.0
42130,4.0,0.0,13.0,12.0,3.0
42137,0.0,0.0,0.0,1.0,0.0
42140,10.0,0.0,88.0,98.0,22.0
42143,5.0,0.0,11.0,9.0,5.0
42145,0.0,0.0,0.0,1.0,1.0
42151,4.0,0.0,13.0,32.0,4.0
42152,3.0,0.0,6.0,15.0,10.0
42155,0.0,0.0,0.0,2.0,1.0
42158,3.0,0.0,62.0,96.0,8.0
42162,1.0,0.0,0.0,2.0,1.0
42163,9.0,0.0,9.0,70.0,35.0
42168,3.0,0.0,7.0,4.0,0.0
42171,4.0,0.0,2.0,37.0,12.0
42173,13.0,0.0,45.0,86.0,27.0
42182,14.0,0.0,215.0,197.0,46.0
42200,2.0,0.0,5.0,12.0,10.0
42201,14.0,0.0,80.0,415.0,117.0
